Años_Experiencia,Edad,Nivel_Educativo,Industria,Departamento,Tasa_Rotación,Crecimiento_Empresa,Demanda_Actual_Talento,Demanda_Futura_Talento,Satisfaccion_Laboral,Genero,Salario_Anual
6.2,36.0,Universitario,Educación,Finanzas,0.063,0.014,37,39,2,Masculino,42000
3.6,22.0,Secundaria,Finanzas,Desarrollo,0.105,0.017,23,25,1,Masculino,26000
4.6,20.0,Secundaria,Educación,Operaciones,0.081,0.073,9,10,5,Masculino,21000
4.1,37.0,Secundaria,Educación,Ventas,0.239,0.074,24,30,3,Otro,27000
3.4,36.0,Postgrado,Educación,Ventas,0.068,0.012,28,30,3,Otro,76000
5.0,32.0,Técnico,Tecnología,Ventas,0.202,0.068,35,43,3,Masculino,37000
4.6,22.0,Postgrado,Finanzas,Desarrollo,0.176,0.013,48,56,3,Otro,68000
4.3,39.0,Universitario,Finanzas,Ventas,0.177,0.096,8,9,5,Otro,53000
3.5,45.0,Secundaria,Tecnología,Desarrollo,0.203,0.073,36,44,1,Femenino,24000
5.6,37.0,Postgrado,Educación,Operaciones,0.13,0.027,39,44,4,Femenino,70000
8.3,28.0,Secundaria,Educación,Operaciones,0.13,0.024,18,20,3,Femenino,23000
5.3,35.0,Postgrado,Salud,Finanzas,0.108,0.061,40,45,4,Otro,65000
7.0,24.0,Secundaria,Salud,Finanzas,0.17,0.067,10,12,2,Otro,25000
2.2,43.0,Universitario,Manufactura,Recursos Humanos,0.236,0.085,21,26,2,Femenino,47000
5.3,36.0,Secundaria,Salud,Operaciones,0.235,0.091,22,28,3,Femenino,20000
2.8,21.0,Universitario,Finanzas,Desarrollo,0.191,0.045,12,14,1,Masculino,48000
2.0,33.0,Universitario,Tecnología,Recursos Humanos,0.231,0.086,16,20,5,Otro,49000
3.5,39.0,Postgrado,Educación,Operaciones,0.243,0.059,21,26,3,Femenino,76000
7.4,32.0,Postgrado,Manufactura,Desarrollo,0.209,0.052,35,43,2,Femenino,62000
6.9,33.0,Postgrado,Salud,Operaciones,0.132,0.073,5,5,2,Femenino,72000
5.5,25.0,Universitario,Manufactura,Operaciones,0.147,0.019,15,17,4,Otro,47000
1.9,40.0,Técnico,Tecnología,Desarrollo,0.236,0.034,46,57,5,Femenino,33000
4.6,30.0,Técnico,Tecnología,Operaciones,0.184,0.084,20,24,3,Femenino,33000
5.6,18.0,Universitario,Manufactura,Operaciones,0.214,0.055,41,50,1,Femenino,47000
5.4,32.0,Universitario,Manufactura,Operaciones,0.073,0.092,32,35,4,Femenino,58000
1.3,43.0,Postgrado,Manufactura,Finanzas,0.089,0.018,13,14,5,Femenino,72000
3.2,32.0,Postgrado,Educación,Ventas,0.119,0.038,12,13,4,Masculino,65000
4.9,49.0,Postgrado,Finanzas,Operaciones,0.088,0.042,29,32,1,Femenino,63000
6.1,38.0,Técnico,Salud,Desarrollo,0.231,0.048,14,17,2,Masculino,35000
0.6,38.0,Técnico,Salud,Operaciones,0.093,0.099,44,50,3,Otro,33000
4.7,34.0,Universitario,Salud,Finanzas,0.161,0.038,7,8,3,Otro,41000
5.3,34.0,Técnico,Manufactura,Finanzas,0.067,0.057,27,29,1,Otro,39000
6.7,33.0,Postgrado,Manufactura,Operaciones,0.081,0.058,27,29,3,Otro,70000
6.4,33.0,Postgrado,Manufactura,Recursos Humanos,0.099,0.079,48,54,3,Otro,70000
6.2,39.0,Postgrado,Educación,Ventas,0.247,0.057,8,10,4,Femenino,62000
3.4,28.0,Postgrado,Educación,Desarrollo,0.209,0.065,27,33,1,Femenino,70000
1.2,26.0,Postgrado,Educación,Desarrollo,0.185,0.078,13,15,4,Otro,67000
4.2,26.0,Secundaria,Educación,Desarrollo,0.233,0.019,8,9,3,Femenino,20000
7.0,51.0,Universitario,Tecnología,Desarrollo,0.241,0.097,38,49,5,Masculino,40000
7.8,39.0,Universitario,Educación,Finanzas,0.141,0.086,43,50,5,Masculino,55000
6.4,37.0,Técnico,Educación,Ventas,0.116,0.045,22,25,4,Femenino,33000
5.9,27.0,Postgrado,Educación,Operaciones,0.113,0.076,38,43,2,Otro,66000
5.8,40.0,Secundaria,Salud,Operaciones,0.057,0.079,38,41,2,Otro,25000
3.9,34.0,Postgrado,Salud,Recursos Humanos,0.106,0.087,46,52,1,Masculino,67000
4.7,37.0,Postgrado,Salud,Operaciones,0.121,0.027,7,7,5,Femenino,72000
8.3,27.0,Técnico,Finanzas,Ventas,0.057,0.073,23,25,5,Masculino,34000
3.1,36.0,Secundaria,Tecnología,Operaciones,0.227,0.013,38,46,4,Femenino,21000
8.2,32.0,Secundaria,Manufactura,Finanzas,0.22,0.02,30,36,3,Otro,22000
4.4,29.0,Universitario,Educación,Operaciones,0.1,0.08,39,44,1,Masculino,51000
7.7,41.0,Postgrado,Salud,Desarrollo,0.211,0.083,45,56,4,Femenino,78000
2.2,23.0,Secundaria,Tecnología,Desarrollo,0.209,0.063,47,58,2,Otro,23000
6.2,40.0,Universitario,Educación,Desarrollo,0.117,0.062,35,40,3,Femenino,57000
3.5,40.0,Secundaria,Finanzas,Desarrollo,0.189,0.077,47,57,1,Otro,27000
2.2,28.0,Postgrado,Manufactura,Finanzas,0.108,0.092,31,35,3,Femenino,72000
5.4,28.0,Universitario,Educación,Finanzas,0.064,0.048,7,7,2,Masculino,47000
7.0,33.0,Secundaria,Manufactura,Finanzas,0.151,0.02,41,47,4,Femenino,29000
3.3,37.0,Técnico,Educación,Operaciones,0.138,0.086,16,18,4,Masculino,34000
2.0,34.0,Secundaria,Finanzas,Desarrollo,0.078,0.041,27,29,5,Masculino,29000
4.8,38.0,Postgrado,Tecnología,Recursos Humanos,0.148,0.022,21,24,4,Masculino,65000
4.8,49.0,Técnico,Manufactura,Recursos Humanos,0.24,0.065,20,25,5,Otro,35000
6.1,31.0,Secundaria,Manufactura,Desarrollo,0.196,0.062,21,25,4,Masculino,26000
6.9,21.0,Secundaria,Tecnología,Ventas,0.198,0.053,19,23,1,Masculino,20000
4.9,42.0,Universitario,Manufactura,Operaciones,0.202,0.087,30,37,2,Masculino,49000
8.7,48.0,Postgrado,Salud,Recursos Humanos,0.199,0.035,49,59,3,Otro,78000
5.4,38.0,Secundaria,Tecnología,Finanzas,0.054,0.011,6,6,2,Femenino,22000
4.3,26.0,Secundaria,Finanzas,Ventas,0.235,0.039,21,26,2,Otro,26000
1.8,34.0,Secundaria,Educación,Finanzas,0.216,0.011,5,6,5,Otro,25000
4.5,26.0,Postgrado,Educación,Ventas,0.105,0.059,34,38,5,Femenino,68000
4.3,40.0,Técnico,Tecnología,Ventas,0.161,0.044,36,42,1,Femenino,38000
6.9,24.0,Postgrado,Salud,Operaciones,0.173,0.083,34,41,3,Masculino,68000
5.9,33.0,Universitario,Finanzas,Finanzas,0.076,0.082,46,51,4,Masculino,43000
2.6,27.0,Universitario,Educación,Finanzas,0.101,0.049,8,9,4,Femenino,42000
5.3,36.0,Postgrado,Educación,Recursos Humanos,0.055,0.029,46,49,2,Femenino,79000
6.3,32.0,Secundaria,Salud,Desarrollo,0.223,0.048,48,59,1,Otro,22000
8.1,36.0,Secundaria,Manufactura,Desarrollo,0.055,0.068,36,39,3,Otro,26000
6.8,35.0,Técnico,Tecnología,Recursos Humanos,0.114,0.027,39,43,4,Otro,32000
6.5,27.0,Postgrado,Salud,Ventas,0.066,0.08,5,5,2,Femenino,76000
5.1,40.0,Postgrado,Salud,Recursos Humanos,0.206,0.04,23,28,1,Masculino,67000
5.8,35.0,Secundaria,Salud,Recursos Humanos,0.235,0.094,37,47,3,Otro,25000
7.5,27.0,Universitario,Salud,Finanzas,0.163,0.056,23,27,2,Otro,44000
2.3,53.0,Universitario,Manufactura,Recursos Humanos,0.078,0.086,40,44,2,Femenino,47000
4.3,39.0,Técnico,Finanzas,Ventas,0.162,0.065,31,37,1,Otro,37000
3.5,34.0,Técnico,Salud,Desarrollo,0.204,0.06,17,20,1,Femenino,32000
5.8,46.0,Universitario,Salud,Operaciones,0.194,0.071,31,38,1,Masculino,58000
7.5,50.0,Postgrado,Tecnología,Recursos Humanos,0.198,0.083,18,22,1,Otro,75000
3.8,34.0,Técnico,Educación,Recursos Humanos,0.106,0.068,28,31,3,Otro,39000
0.2,38.0,Secundaria,Manufactura,Finanzas,0.065,0.082,39,43,1,Otro,26000
4.2,27.0,Postgrado,Salud,Finanzas,0.08,0.027,23,25,1,Femenino,62000
6.8,34.0,Secundaria,Finanzas,Recursos Humanos,0.241,0.035,29,36,1,Femenino,28000
6.1,33.0,Técnico,Finanzas,Recursos Humanos,0.173,0.031,15,17,3,Masculino,37000
5.9,36.0,Universitario,Finanzas,Ventas,0.196,0.082,13,16,4,Femenino,47000
4.4,38.0,Técnico,Tecnología,Desarrollo,0.23,0.018,10,12,2,Otro,38000
2.4,39.0,Universitario,Finanzas,Desarrollo,0.221,0.082,40,50,5,Otro,47000
6.0,37.0,Postgrado,Tecnología,Operaciones,0.094,0.045,41,45,2,Femenino,79000
3.3,25.0,Técnico,Manufactura,Desarrollo,0.062,0.017,33,35,3,Masculino,36000
9.4,27.0,Técnico,Finanzas,Operaciones,0.235,0.048,13,16,1,Femenino,35000
6.1,31.0,Técnico,Educación,Finanzas,0.246,0.037,37,46,3,Femenino,30000
3.8,33.0,Postgrado,Salud,Operaciones,0.163,0.063,27,32,4,Otro,71000
3.8,43.0,Secundaria,Manufactura,Operaciones,0.228,0.053,19,23,5,Otro,24000
4.8,26.0,Secundaria,Educación,Desarrollo,0.096,0.037,15,16,4,Otro,21000
4.5,32.0,Universitario,Manufactura,Recursos Humanos,0.072,0.088,27,30,1,Femenino,54000
7.2,43.0,Técnico,Finanzas,Finanzas,0.15,0.047,30,35,3,Femenino,32000
5.4,33.0,Secundaria,Manufactura,Ventas,0.212,0.052,5,6,3,Masculino,26000
3.5,39.0,Postgrado,Manufactura,Operaciones,0.181,0.086,34,41,1,Otro,77000
8.8,34.0,Técnico,Manufactura,Operaciones,0.177,0.018,21,24,1,Masculino,36000
5.1,37.0,Universitario,Tecnología,Operaciones,0.053,0.045,45,48,5,Otro,43000
6.5,33.0,Secundaria,Educación,Recursos Humanos,0.113,0.046,27,30,4,Masculino,25000
3.8,40.0,Postgrado,Finanzas,Ventas,0.238,0.055,40,50,1,Otro,74000
5.7,23.0,Postgrado,Salud,Desarrollo,0.077,0.02,45,48,1,Femenino,64000
5.6,32.0,Universitario,Finanzas,Finanzas,0.195,0.019,9,10,4,Otro,44000
1.2,37.0,Secundaria,Finanzas,Recursos Humanos,0.202,0.047,39,47,1,Masculino,23000
9.0,39.0,Técnico,Tecnología,Ventas,0.197,0.013,13,15,5,Masculino,38000
7.6,47.0,Postgrado,Tecnología,Finanzas,0.248,0.033,8,10,5,Otro,69000
4.2,32.0,Universitario,Manufactura,Desarrollo,0.132,0.028,11,12,4,Femenino,49000
2.8,47.0,Postgrado,Finanzas,Finanzas,0.186,0.054,5,6,2,Otro,65000
5.7,30.0,Postgrado,Educación,Operaciones,0.089,0.011,20,21,5,Femenino,65000
5.2,46.0,Secundaria,Tecnología,Operaciones,0.13,0.071,29,33,3,Otro,26000
5.7,42.0,Secundaria,Tecnología,Recursos Humanos,0.148,0.087,10,11,3,Femenino,25000
5.4,28.0,Técnico,Educación,Finanzas,0.093,0.074,42,47,2,Otro,37000
6.0,37.0,Postgrado,Tecnología,Operaciones,0.231,0.084,18,22,5,Otro,66000
7.9,35.0,Universitario,Educación,Recursos Humanos,0.193,0.068,41,50,1,Femenino,57000
6.1,40.0,Postgrado,Salud,Recursos Humanos,0.107,0.056,15,17,2,Femenino,63000
2.9,33.0,Universitario,Educación,Recursos Humanos,0.077,0.03,5,5,1,Otro,53000
7.7,33.0,Postgrado,Salud,Desarrollo,0.108,0.035,46,51,3,Masculino,70000
8.3,46.0,Universitario,Manufactura,Operaciones,0.175,0.039,5,5,2,Femenino,46000
11.3,34.0,Postgrado,Manufactura,Operaciones,0.215,0.013,40,48,5,Masculino,77000
2.8,42.0,Postgrado,Tecnología,Ventas,0.151,0.092,12,14,3,Masculino,79000
5.5,33.0,Técnico,Educación,Desarrollo,0.07,0.091,36,40,5,Masculino,31000
0.8,48.0,Secundaria,Tecnología,Operaciones,0.1,0.02,37,41,1,Masculino,21000
6.1,30.0,Secundaria,Educación,Operaciones,0.119,0.06,12,13,5,Otro,26000
3.9,30.0,Universitario,Tecnología,Ventas,0.177,0.052,18,21,2,Femenino,50000
8.8,47.0,Postgrado,Manufactura,Finanzas,0.099,0.072,28,31,1,Otro,77000
3.5,31.0,Postgrado,Manufactura,Finanzas,0.097,0.064,45,50,2,Otro,79000
1.6,48.0,Secundaria,Tecnología,Desarrollo,0.107,0.021,33,36,1,Otro,26000
4.1,42.0,Universitario,Educación,Recursos Humanos,0.169,0.069,29,34,2,Otro,59000
1.0,34.0,Técnico,Finanzas,Ventas,0.149,0.065,10,11,3,Otro,38000
6.5,20.0,Técnico,Educación,Ventas,0.218,0.058,5,6,2,Femenino,34000
0.9,35.0,Técnico,Tecnología,Operaciones,0.19,0.046,27,32,3,Otro,31000
5.1,36.0,Postgrado,Educación,Operaciones,0.183,0.096,45,55,4,Otro,73000
0.8,44.0,Universitario,Salud,Ventas,0.081,0.086,37,41,5,Otro,46000
4.4,48.0,Secundaria,Educación,Recursos Humanos,0.061,0.063,18,19,1,Masculino,29000
8.3,30.0,Postgrado,Manufactura,Finanzas,0.152,0.011,32,37,5,Otro,77000
5.7,41.0,Postgrado,Manufactura,Desarrollo,0.064,0.049,33,35,3,Femenino,67000
3.3,41.0,Técnico,Salud,Finanzas,0.123,0.073,47,54,3,Femenino,36000
4.9,44.0,Universitario,Educación,Desarrollo,0.055,0.021,44,46,3,Femenino,55000
5.0,39.0,Universitario,Finanzas,Recursos Humanos,0.085,0.047,27,29,2,Masculino,53000
5.9,19.0,Técnico,Educación,Ventas,0.072,0.027,48,52,5,Femenino,38000
2.3,34.0,Técnico,Manufactura,Recursos Humanos,0.21,0.04,42,51,3,Masculino,35000
6.2,26.0,Técnico,Manufactura,Ventas,0.119,0.012,47,52,4,Femenino,36000
0.0,33.0,Postgrado,Tecnología,Operaciones,0.066,0.021,14,15,3,Masculino,68000
3.7,43.0,Postgrado,Manufactura,Desarrollo,0.103,0.051,31,34,5,Femenino,66000
4.0,37.0,Postgrado,Tecnología,Operaciones,0.187,0.091,12,14,3,Otro,68000
6.3,44.0,Secundaria,Manufactura,Ventas,0.199,0.054,48,58,3,Femenino,27000
5.0,38.0,Secundaria,Manufactura,Desarrollo,0.074,0.051,8,8,1,Femenino,24000
2.2,25.0,Universitario,Finanzas,Desarrollo,0.206,0.081,25,31,3,Femenino,46000
3.0,18.0,Técnico,Tecnología,Operaciones,0.124,0.034,25,28,5,Otro,36000
5.4,36.0,Técnico,Tecnología,Desarrollo,0.186,0.019,34,40,1,Masculino,30000
4.8,33.0,Postgrado,Manufactura,Ventas,0.184,0.029,17,20,1,Masculino,79000
3.8,27.0,Secundaria,Tecnología,Ventas,0.209,0.081,7,8,3,Otro,24000
4.0,21.0,Técnico,Manufactura,Operaciones,0.189,0.071,24,29,3,Otro,35000
6.4,29.0,Universitario,Manufactura,Recursos Humanos,0.058,0.018,40,42,4,Masculino,44000
4.0,33.0,Técnico,Educación,Ventas,0.154,0.07,44,52,5,Masculino,31000
4.8,40.0,Postgrado,Tecnología,Ventas,0.083,0.094,9,10,5,Masculino,64000
9.3,37.0,Postgrado,Salud,Desarrollo,0.244,0.014,26,32,2,Masculino,64000
2.2,48.0,Secundaria,Tecnología,Desarrollo,0.101,0.065,6,6,2,Masculino,26000
1.3,27.0,Universitario,Tecnología,Ventas,0.134,0.044,29,33,5,Otro,42000
6.6,42.0,Universitario,Finanzas,Operaciones,0.089,0.055,44,49,3,Masculino,40000
3.6,35.0,Técnico,Salud,Recursos Humanos,0.077,0.058,28,30,1,Masculino,35000
4.4,41.0,Universitario,Salud,Desarrollo,0.17,0.079,9,10,4,Femenino,46000
3.4,32.0,Técnico,Finanzas,Desarrollo,0.149,0.06,20,23,3,Otro,39000
4.5,44.0,Técnico,Finanzas,Recursos Humanos,0.125,0.063,19,21,1,Otro,37000
8.2,37.0,Secundaria,Tecnología,Desarrollo,0.067,0.04,17,18,5,Masculino,26000
6.6,30.0,Universitario,Educación,Operaciones,0.197,0.021,15,18,3,Femenino,54000
6.7,35.0,Postgrado,Finanzas,Desarrollo,0.051,0.071,20,21,4,Femenino,66000
2.2,33.0,Técnico,Salud,Desarrollo,0.142,0.01,22,25,2,Masculino,36000
2.7,39.0,Técnico,Salud,Ventas,0.177,0.04,29,34,1,Femenino,30000
0.0,26.0,Técnico,Tecnología,Operaciones,0.136,0.03,42,48,3,Masculino,38000
3.4,35.0,Universitario,Educación,Operaciones,0.075,0.045,44,48,4,Otro,46000
6.9,38.0,Universitario,Manufactura,Ventas,0.206,0.038,8,9,3,Femenino,59000
6.0,35.0,Universitario,Finanzas,Finanzas,0.115,0.073,25,28,5,Masculino,46000
4.6,46.0,Técnico,Finanzas,Recursos Humanos,0.077,0.033,15,16,1,Masculino,31000
5.0,41.0,Postgrado,Tecnología,Operaciones,0.16,0.06,38,45,5,Masculino,73000
3.6,35.0,Postgrado,Educación,Finanzas,0.054,0.051,34,36,5,Otro,74000
5.4,37.0,Universitario,Salud,Recursos Humanos,0.115,0.082,8,9,2,Femenino,57000
6.5,37.0,Postgrado,Salud,Operaciones,0.2,0.049,18,22,5,Otro,69000
1.8,38.0,Técnico,Manufactura,Desarrollo,0.233,0.088,15,19,4,Otro,32000
5.6,20.0,Universitario,Salud,Operaciones,0.168,0.01,8,9,1,Femenino,50000
6.9,33.0,Universitario,Finanzas,Recursos Humanos,0.094,0.064,30,33,2,Otro,40000
4.2,23.0,Técnico,Manufactura,Finanzas,0.094,0.011,7,7,3,Masculino,36000
6.4,45.0,Universitario,Educación,Desarrollo,0.171,0.074,41,49,5,Femenino,41000
10.6,35.0,Técnico,Manufactura,Recursos Humanos,0.131,0.031,42,48,3,Otro,32000
4.8,33.0,Universitario,Educación,Recursos Humanos,0.085,0.044,45,49,2,Femenino,56000
5.8,42.0,Postgrado,Salud,Operaciones,0.207,0.044,8,9,3,Otro,62000
3.5,38.0,Universitario,Tecnología,Ventas,0.09,0.086,30,33,4,Masculino,50000
5.4,26.0,Universitario,Manufactura,Ventas,0.114,0.019,43,48,2,Otro,43000
5.9,34.0,Universitario,Manufactura,Desarrollo,0.062,0.07,49,53,1,Femenino,46000
5.4,32.0,Secundaria,Finanzas,Recursos Humanos,0.19,0.098,46,57,1,Otro,25000
3.0,21.0,Postgrado,Finanzas,Finanzas,0.105,0.012,48,53,1,Masculino,75000
5.4,29.0,Técnico,Educación,Desarrollo,0.097,0.097,46,52,1,Masculino,30000
7.9,34.0,Secundaria,Tecnología,Desarrollo,0.111,0.012,15,16,2,Masculino,23000
5.9,34.0,Postgrado,Finanzas,Operaciones,0.225,0.086,15,19,2,Otro,62000
6.9,23.0,Universitario,Finanzas,Finanzas,0.154,0.097,42,50,2,Femenino,55000
4.5,44.0,Universitario,Salud,Recursos Humanos,0.082,0.099,42,47,5,Otro,41000
6.5,34.0,Técnico,Salud,Recursos Humanos,0.205,0.051,24,29,2,Otro,34000
5.6,35.0,Técnico,Finanzas,Recursos Humanos,0.092,0.088,30,34,2,Otro,38000
3.1,38.0,Postgrado,Educación,Desarrollo,0.132,0.021,42,48,2,Femenino,77000
5.6,29.0,Postgrado,Tecnología,Operaciones,0.164,0.048,16,19,1,Masculino,62000
3.0,39.0,Técnico,Finanzas,Desarrollo,0.167,0.038,33,39,4,Masculino,31000
3.7,32.0,Postgrado,Educación,Ventas,0.064,0.046,18,19,1,Masculino,61000
5.4,28.0,Técnico,Educación,Ventas,0.217,0.073,29,36,4,Femenino,35000
5.6,40.0,Universitario,Finanzas,Recursos Humanos,0.146,0.018,46,53,4,Otro,41000
2.6,47.0,Técnico,Educación,Operaciones,0.248,0.1,46,59,4,Otro,30000
7.1,41.0,Secundaria,Manufactura,Recursos Humanos,0.193,0.067,43,52,1,Otro,22000
6.1,42.0,Técnico,Educación,Recursos Humanos,0.249,0.089,30,38,5,Femenino,32000
3.6,31.0,Técnico,Finanzas,Desarrollo,0.141,0.085,14,16,3,Otro,38000
1.9,22.0,Secundaria,Educación,Recursos Humanos,0.078,0.079,18,20,5,Femenino,23000
4.7,47.0,Secundaria,Finanzas,Recursos Humanos,0.195,0.014,9,10,1,Masculino,28000
4.1,51.0,Secundaria,Salud,Operaciones,0.206,0.056,26,32,4,Masculino,20000
5.2,47.0,Secundaria,Finanzas,Operaciones,0.221,0.04,15,18,3,Femenino,22000
4.3,32.0,Técnico,Educación,Operaciones,0.11,0.02,33,36,5,Masculino,30000
1.0,26.0,Postgrado,Finanzas,Recursos Humanos,0.152,0.041,11,12,2,Femenino,65000
4.2,26.0,Secundaria,Tecnología,Operaciones,0.222,0.068,22,27,5,Otro,20000
4.4,22.0,Universitario,Finanzas,Operaciones,0.223,0.031,35,43,1,Masculino,57000
6.3,34.0,Técnico,Finanzas,Finanzas,0.055,0.05,47,50,3,Masculino,38000
3.6,48.0,Postgrado,Tecnología,Finanzas,0.184,0.046,24,28,2,Otro,60000
8.4,34.0,Universitario,Tecnología,Ventas,0.17,0.015,39,45,3,Otro,43000
1.2,37.0,Técnico,Tecnología,Desarrollo,0.067,0.067,11,12,3,Femenino,35000
7.6,46.0,Técnico,Manufactura,Desarrollo,0.236,0.066,34,43,5,Masculino,31000
4.6,32.0,Universitario,Finanzas,Operaciones,0.139,0.097,8,9,4,Otro,56000
6.7,51.0,Secundaria,Tecnología,Ventas,0.185,0.037,34,40,5,Masculino,23000
5.2,51.0,Secundaria,Tecnología,Ventas,0.227,0.048,34,42,2,Masculino,22000
7.3,34.0,Universitario,Salud,Finanzas,0.076,0.046,34,37,1,Masculino,53000
4.2,30.0,Postgrado,Manufactura,Ventas,0.221,0.093,22,27,5,Masculino,66000
2.8,41.0,Secundaria,Finanzas,Recursos Humanos,0.195,0.047,47,57,4,Femenino,28000
7.8,32.0,Técnico,Educación,Operaciones,0.218,0.05,14,17,4,Otro,38000
4.8,26.0,Técnico,Manufactura,Recursos Humanos,0.149,0.033,18,20,5,Masculino,33000
5.4,45.0,Postgrado,Manufactura,Desarrollo,0.057,0.01,40,42,2,Otro,68000
7.5,45.0,Técnico,Salud,Finanzas,0.184,0.02,27,32,4,Otro,36000
2.9,36.0,Secundaria,Finanzas,Recursos Humanos,0.125,0.073,16,18,4,Femenino,25000
6.2,25.0,Postgrado,Finanzas,Operaciones,0.13,0.071,16,18,2,Femenino,68000
3.8,25.0,Secundaria,Tecnología,Recursos Humanos,0.138,0.039,38,43,2,Masculino,23000
4.7,36.0,Postgrado,Tecnología,Recursos Humanos,0.149,0.053,30,35,2,Masculino,76000
5.1,31.0,Universitario,Manufactura,Ventas,0.182,0.037,10,12,2,Femenino,45000
2.0,32.0,Técnico,Salud,Finanzas,0.195,0.076,41,50,5,Otro,30000
3.4,43.0,Postgrado,Finanzas,Desarrollo,0.205,0.086,19,23,5,Otro,73000
7.7,41.0,Universitario,Salud,Operaciones,0.184,0.091,46,56,3,Femenino,44000
6.8,46.0,Secundaria,Educación,Operaciones,0.211,0.026,43,52,3,Masculino,21000
4.9,27.0,Universitario,Finanzas,Desarrollo,0.074,0.073,23,25,3,Masculino,47000
5.5,32.0,Secundaria,Tecnología,Operaciones,0.217,0.097,44,55,4,Masculino,29000
4.4,41.0,Postgrado,Manufactura,Ventas,0.127,0.069,27,31,2,Femenino,70000
7.7,39.0,Postgrado,Salud,Recursos Humanos,0.156,0.042,40,47,5,Femenino,62000
4.6,47.0,Técnico,Tecnología,Ventas,0.137,0.067,17,19,5,Otro,31000
5.5,38.0,Técnico,Manufactura,Ventas,0.145,0.072,35,41,2,Femenino,39000
7.3,50.0,Postgrado,Tecnología,Ventas,0.107,0.046,41,46,3,Masculino,73000
3.4,39.0,Secundaria,Finanzas,Desarrollo,0.084,0.019,30,32,4,Otro,23000
8.1,43.0,Secundaria,Salud,Finanzas,0.071,0.065,47,51,5,Masculino,20000
1.9,32.0,Postgrado,Educación,Desarrollo,0.14,0.082,22,25,1,Masculino,76000
8.3,35.0,Secundaria,Tecnología,Desarrollo,0.075,0.1,37,41,4,Otro,24000
4.3,42.0,Postgrado,Salud,Ventas,0.099,0.03,44,49,4,Masculino,68000
4.5,48.0,Técnico,Finanzas,Finanzas,0.077,0.073,36,40,3,Otro,34000
1.2,41.0,Secundaria,Tecnología,Desarrollo,0.072,0.013,8,8,2,Masculino,25000
4.1,34.0,Técnico,Finanzas,Finanzas,0.226,0.097,45,57,1,Masculino,39000
2.9,46.0,Universitario,Educación,Ventas,0.185,0.011,23,27,3,Otro,48000
3.8,18.0,Técnico,Educación,Desarrollo,0.235,0.042,11,13,2,Masculino,32000
4.7,24.0,Universitario,Manufactura,Finanzas,0.179,0.017,39,46,1,Masculino,43000
6.9,40.0,Técnico,Manufactura,Operaciones,0.219,0.066,30,37,5,Otro,31000
5.4,35.0,Técnico,Manufactura,Desarrollo,0.161,0.041,48,56,1,Otro,33000
5.6,40.0,Secundaria,Finanzas,Desarrollo,0.143,0.076,27,31,3,Otro,27000
2.8,36.0,Técnico,Manufactura,Desarrollo,0.156,0.054,38,44,1,Femenino,31000
3.2,40.0,Postgrado,Salud,Finanzas,0.114,0.048,11,12,1,Masculino,63000
8.6,28.0,Secundaria,Finanzas,Recursos Humanos,0.182,0.041,15,18,1,Otro,27000
3.5,40.0,Secundaria,Finanzas,Desarrollo,0.229,0.018,12,14,5,Masculino,26000
8.3,43.0,Secundaria,Manufactura,Operaciones,0.206,0.028,17,20,2,Otro,28000
4.5,45.0,Técnico,Manufactura,Operaciones,0.142,0.068,36,42,1,Masculino,31000
5.0,51.0,Secundaria,Finanzas,Ventas,0.241,0.055,45,57,4,Masculino,23000
7.1,37.0,Universitario,Educación,Recursos Humanos,0.247,0.016,38,47,3,Otro,48000
7.5,37.0,Universitario,Educación,Recursos Humanos,0.149,0.059,22,25,4,Otro,46000
4.8,23.0,Técnico,Manufactura,Finanzas,0.223,0.015,19,23,2,Femenino,37000
4.2,31.0,Secundaria,Educación,Ventas,0.051,0.056,47,50,3,Otro,21000
4.9,33.0,Postgrado,Salud,Finanzas,0.063,0.097,28,31,2,Otro,71000
5.7,43.0,Postgrado,Salud,Ventas,0.054,0.038,25,26,3,Otro,73000
6.8,30.0,Universitario,Salud,Recursos Humanos,0.205,0.075,22,27,4,Femenino,46000
5.0,41.0,Técnico,Finanzas,Finanzas,0.066,0.077,18,19,4,Masculino,35000
6.2,35.0,Técnico,Finanzas,Ventas,0.053,0.046,23,24,5,Femenino,36000
8.3,34.0,Técnico,Finanzas,Recursos Humanos,0.079,0.063,17,18,2,Masculino,35000
5.8,37.0,Técnico,Finanzas,Recursos Humanos,0.111,0.052,20,22,4,Otro,32000
5.6,32.0,Técnico,Finanzas,Desarrollo,0.143,0.036,6,6,3,Otro,34000
2.0,32.0,Secundaria,Manufactura,Finanzas,0.063,0.078,38,41,1,Otro,22000
0.0,21.0,Secundaria,Educación,Desarrollo,0.15,0.073,30,35,1,Femenino,25000
5.8,33.0,Secundaria,Manufactura,Recursos Humanos,0.1,0.091,26,29,1,Femenino,22000
4.8,31.0,Postgrado,Educación,Finanzas,0.105,0.066,24,27,5,Otro,71000
4.0,31.0,Secundaria,Manufactura,Finanzas,0.214,0.045,33,40,4,Femenino,21000
5.5,38.0,Técnico,Salud,Operaciones,0.247,0.074,22,28,2,Otro,33000
4.9,40.0,Técnico,Tecnología,Ventas,0.143,0.066,33,38,2,Femenino,38000
7.3,37.0,Postgrado,Finanzas,Operaciones,0.114,0.065,46,52,5,Otro,60000
